,Athlete,Bodyweight (kg),Snatch (kg),Clean & Jerk (kg),Total (kg),Ranking,Url,Title,Year,Gender
1303,Muattar Nabieva,54.95,98,114,212,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1304,Kamila Konotop,54.95,94,112,206,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1305,Kristina Şermetowa,54.85,90,115,205,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1306,Ham Eun-ji,54.9,85,116,201,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1307,Nouha Landoulsi,54.85,88,108,196,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1308,Ana Gabriela López,54.8,90,105,195,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1309,Joanna Łochowska,54.7,84,102,186,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1310,Kanae Yagi,54.75,81,102,183,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1311,Rachel Leblanc-Bazinet,54.9,82,99,181,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1312,Chiang Nien-hsin,54.8,81,95,176,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1313,Mary Kini Lifu,54.5,67,87,154,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_55_kg,Weightlifting at the 2020 Summer Olympics – Women's 55 kg,2020,Women
1314,Shi Zhiyong,72.85,166,198,364,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1315,Julio Mayora,72.6,156,190,346,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1316,Rahmat Erwin Abdullah,72.41,152,190,342,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1317,Briken Calja,72.85,151,190,341,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1318,Bozhidar Andreev,72.75,154,184,338,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1319,Karem Ben Hnia,72.8,153,185,338,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1320,Masanori Miyamoto,72.8,147,188,335,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1321,Marin Robu,72.95,155,175,330,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1322,Clarence Cummings,72.9,145,180,325,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1323,David Sánchez,72.9,146,177,323,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1324,Jorge Cárdenas,72.65,145,175,320,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1325,Mahmoud Al-Humayd,72.5,141,165,306,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1326,Brandon Wakeling,72.4,125,166,291,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1327,Abderrahim Moum,71.95,127,151,278,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_73_kg,Weightlifting at the 2020 Summer Olympics – Men's 73 kg,2020,Men
1328,Kuo Hsing-chun,58.65,103,133,236,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1329,Polina Guryeva,58.95,96,121,217,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1330,Mikiko Ando,58.7,94,120,214,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1331,Dora Tchakounté,58.55,96,117,213,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1332,Hoàng Thị Duyên,58.65,95,113,208,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1333,Yusleidy Figueroa,58.8,91,115,206,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1334,Izabella Yaylyan,58.15,95,110,205,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1335,Zoe Smith,58.95,87,113,200,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1336,Tali Darsigny,59.0,90,109,199,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1337,Sabine Kusterer,58.7,91,107,198,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1338,Maria Grazia Alemanno,58.95,85,100,185,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1339,Erika Yamasaki,58.75,75,95,170,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1340,Magdeline Moyengwa,58.05,70,-1,-1,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1341,Alexandra Escobar,58.75,-1,-1,-1,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_59_kg,Weightlifting at the 2020 Summer Olympics – Women's 59 kg,2020,Women
1342,Lü Xiaojun,80.75,170,204,374,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1343,Zacarías Bonnat,80.9,163,204,367,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1344,Antonino Pizzolato,80.9,165,200,365,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1345,Harrison Maurus,80.95,161,200,361,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1346,Brayan Rodallegas,80.8,163,196,359,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1347,Ritvars Suharevs,80.9,163,195,358,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1348,Nico Müller,80.9,159,195,354,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1349,Andrés Mata,80.7,158,189,347,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1350,Erkand Qerimaj,-1,157,181,338,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1351,Amur Salim Al-Khanjari,-1,140,177,317,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1352,Cameron McTaggart,-1,140,175,315,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1353,Ramzi Bahloul,-1,136,164,300,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1354,Rejepbaý Rejepow,80.95,164,-1,-1,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1355,Arley Méndez,81.0,160,-1,-1,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_81_kg,Weightlifting at the 2020 Summer Olympics – Men's 81 kg,2020,Men
1356,Maude Charron,63.3,105,131,236,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1357,Giorgia Bordignon,63.7,104,128,232,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1358,Chen Wen-huei,63.9,103,127,230,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1359,Mercedes Pérez,63.7,101,126,227,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1360,Sarah Davies,63.9,100,127,227,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1361,Angie Palacios,63.55,104,122,226,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1362,Elreen Ando,63.15,100,122,222,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1363,Marina Rodríguez,64.0,98,123,221,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1364,Nuray Levent,63.1,100,120,220,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1365,Lisa Schweizer,63.6,100,117,217,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1366,Kiana Elliott,63.4,101,108,209,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1367,Sema Ludrick,64.0,87,115,202,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1368,Yasmin Zammit Stevens,63.7,84,105,189,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1369,Chaima Rahmouni,62.9,91,-1,-1,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_64_kg,Weightlifting at the 2020 Summer Olympics – Women's 64 kg,2020,Women
1370,Neisi Dajomes,75.1,118,145,263,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1371,Katherine Nye,75.15,111,138,249,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1372,Aremi Fuentes,75.65,108,137,245,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1373,Patricia Strenius,72.8,102,133,235,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1374,Darya Naumava,75.3,103,131,234,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1375,Kumushkhon Fayzullaeva,71.8,101,126,227,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1376,Emily Muskett,71.85,98,124,222,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1377,Kristel Ngarlem,75.35,95,123,218,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1378,Mahassen Fattouh,69.6,93,124,217,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1379,Nancy Genzel Abouke,71.8,90,113,203,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1380,Jeanne Gaëlle Eyenga,75.5,91,111,202,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1381,Iryna Dekha,75.75,113,-1,-1,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1382,Kim Su-hyeon,75.65,106,-1,-1,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_76_kg,Weightlifting at the 2020 Summer Olympics – Women's 76 kg,2020,Women
1383,Akbar Djuraev,109.0,193,237,430,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1384,Simon Martirosyan,108.9,195,228,423,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1385,Artūrs Plēsnieks,108.85,180,230,410,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1386,Timur Naniev,108.95,188,221,409,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1387,Hristo Hristov,108.9,189,219,408,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1388,Jin Yun-seong,107.3,180,220,400,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1389,Arkadiusz Michalski,108.6,175,216,391,7,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1390,Wesley Kitts,108.35,177,213,390,8,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1391,Aymen Bacha,108.1,177,211,388,9,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1392,Öwez Öwezow,108.8,171,200,371,10,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1393,Arnas Šidiškis,105.35,156,187,343,11,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1394,Matthew Lydement,108.35,158,180,338,12,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1395,Tanumafili Jungblut,108.9,150,180,330,13,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1396,Ali Hashemi,108.8,184,-1,-1,14,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_109_kg,Weightlifting at the 2020 Summer Olympics – Men's 109 kg,2020,Men
1397,Wang Zhouyu,84.2,120,150,270,1,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
1398,Tamara Salazar,85.3,113,150,263,2,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
1399,Crismery Santana,86.5,116,140,256,3,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
1400,Mönkhjantsangiin Ankhtsetseg,86.95,110,142,252,4,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
1401,Gaëlle Nayo-Ketchanke,84.05,108,139,247,5,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
1402,Mattie Rogers,78.55,108,138,246,6,https://en.wikipedia.org//wiki/Weightlifting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_87_kg,Weightlifting at the 2020 Summer Olympics – Women's 87 kg,2020,Women
